subj_id,date,experimenter,computer,block_ix,trial_ix,sound_id,word,sound_category,word_category,word_type,correct_response,response,rt,is_correct
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,1,38,creech,tear,tear,sound_effect,1,0,1969.76777632,False
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,2,38,creech,tear,tear,sound_effect,1,1,641.713745892,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,3,36,atinga,glass,glass,sound_effect,1,0,646.9551716,False
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,4,36,blowosh,glass,water,sound_effect,0,0,1010.48797276,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,5,47,blowosh,zipper,water,sound_effect,0,1,968.619944528,False
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,6,47,atinga,zipper,glass,sound_effect,0,1,826.096378267,False
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,7,36,fwip,glass,zipper,sound_effect,0,0,1592.24589076,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,8,38,blowosh,tear,water,sound_effect,0,1,791.877150536,False
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,9,38,creech,tear,tear,sound_effect,1,0,979.97567337,False
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,10,47,creech,zipper,tear,sound_effect,0,0,1149.39263463,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,11,36,atinga,glass,glass,sound_effect,1,1,569.539555348,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,12,38,atinga,tear,glass,sound_effect,0,0,671.130067669,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,13,47,fwip,zipper,zipper,sound_effect,1,1,721.538337879,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,14,45,fwip,water,zipper,sound_effect,0,0,876.471360214,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,15,38,atinga,tear,glass,sound_effect,0,0,938.164300285,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,16,36,blowosh,glass,water,sound_effect,0,0,666.292271577,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,17,45,atinga,water,glass,sound_effect,0,0,876.959493384,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,18,45,atinga,water,glass,sound_effect,0,0,773.579694331,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,19,45,fwip,water,zipper,sound_effect,0,0,723.112206906,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,20,47,fwip,zipper,zipper,sound_effect,1,1,700.074580498,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,21,36,creech,glass,tear,sound_effect,0,0,544.245954603,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,22,45,creech,water,tear,sound_effect,0,0,673.136053607,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,23,47,fwip,zipper,zipper,sound_effect,1,1,428.428852931,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,1,24,45,creech,water,tear,sound_effect,0,0,477.225804701,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,2,25,34,atinga,glass,glass,sound_effect,1,0,1283.69604517,False
LSN146,2016_Dec_06_1238,,LL-ELAINE,2,26,49,creech,zipper,tear,sound_effect,0,0,607.99737554,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,2,27,41,creech,tear,tear,sound_effect,1,1,374.599811621,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,2,28,44,blowosh,water,water,sound_effect,1,1,610.22133939,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,2,29,34,fwip,glass,zipper,sound_effect,0,0,554.821951315,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,2,30,34,atinga,glass,glass,sound_effect,1,1,312.504521571,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,2,31,49,fwip,zipper,zipper,sound_effect,1,1,516.597473994,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,2,32,34,blowosh,glass,water,sound_effect,0,0,376.953090541,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,2,33,49,atinga,zipper,glass,sound_effect,0,0,674.767216668,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,2,34,41,fwip,tear,zipper,sound_effect,0,0,505.130675621,True
LSN146,2016_Dec_06_1238,,LL-ELAINE,2,35,49,creech,zipper,tear,sound_effect,0,0,563.957235776,True
