subj_id,date,experimenter,computer,block_ix,trial_ix,sound_id,word,sound_category,word_category,word_type,correct_response,response,rt,is_correct
LSN153,2016_Dec_06_1714,,LL-Kramer,1,1,42,ashtoosh,water,water,first_gen_imitation,1,0,3380.98720927,False
LSN153,2016_Dec_06_1714,,LL-Kramer,1,2,38,pshhht,tear,tear,first_gen_imitation,1,1,1268.98718346,True
LSN153,2016_Dec_06_1714,,LL-Kramer,1,3,48,grrir,zipper,zipper,first_gen_imitation,1,0,1028.44860684,False
LSN153,2016_Dec_06_1714,,LL-Kramer,1,4,42,ashtoosh,water,water,first_gen_imitation,1,1,808.536694385,True
LSN153,2016_Dec_06_1714,,LL-Kramer,1,5,42,ashtoosh,water,water,first_gen_imitation,1,1,351.6324386,True
LSN153,2016_Dec_06_1714,,LL-Kramer,1,6,48,grrir,zipper,zipper,first_gen_imitation,1,1,641.825322993,True
LSN153,2016_Dec_06_1714,,LL-Kramer,1,7,37,boonk,glass,glass,first_gen_imitation,1,1,1252.36255489,True
LSN153,2016_Dec_06_1714,,LL-Kramer,1,8,37,boonk,glass,glass,first_gen_imitation,1,1,342.547116801,True
LSN153,2016_Dec_06_1714,,LL-Kramer,1,9,38,pshhht,tear,tear,first_gen_imitation,1,1,833.763956092,True
LSN153,2016_Dec_06_1714,,LL-Kramer,1,10,38,pshhht,tear,tear,first_gen_imitation,1,1,513.274287805,True
LSN153,2016_Dec_06_1714,,LL-Kramer,1,11,38,grrir,tear,zipper,first_gen_imitation,0,0,960.311572067,True
LSN153,2016_Dec_06_1714,,LL-Kramer,1,12,37,grrir,glass,zipper,first_gen_imitation,0,0,1486.45843938,True
LSN153,2016_Dec_06_1714,,LL-Kramer,1,13,38,pshhht,tear,tear,first_gen_imitation,1,1,857.028448954,True
LSN153,2016_Dec_06_1714,,LL-Kramer,1,14,42,ashtoosh,water,water,first_gen_imitation,1,1,718.170964159,True
LSN153,2016_Dec_06_1714,,LL-Kramer,1,15,42,pshhht,water,tear,first_gen_imitation,0,0,891.576295719,True
LSN153,2016_Dec_06_1714,,LL-Kramer,1,16,37,boonk,glass,glass,first_gen_imitation,1,1,1697.58495037,True
LSN153,2016_Dec_06_1714,,LL-Kramer,1,17,48,grrir,zipper,zipper,first_gen_imitation,1,1,1797.74051253,True
LSN153,2016_Dec_06_1714,,LL-Kramer,1,18,42,boonk,water,glass,first_gen_imitation,0,0,863.633424975,True
LSN153,2016_Dec_06_1714,,LL-Kramer,1,19,37,ashtoosh,glass,water,first_gen_imitation,0,0,960.848995484,True
LSN153,2016_Dec_06_1714,,LL-Kramer,1,20,48,grrir,zipper,zipper,first_gen_imitation,1,1,1200.03840979,True
LSN153,2016_Dec_06_1714,,LL-Kramer,1,21,48,grrir,zipper,zipper,first_gen_imitation,1,1,760.297488421,True
LSN153,2016_Dec_06_1714,,LL-Kramer,1,22,38,pshhht,tear,tear,first_gen_imitation,1,1,810.814106837,True
LSN153,2016_Dec_06_1714,,LL-Kramer,1,23,37,ashtoosh,glass,water,first_gen_imitation,0,0,697.365691885,True
LSN153,2016_Dec_06_1714,,LL-Kramer,1,24,48,pshhht,zipper,tear,first_gen_imitation,0,0,693.640530109,True
LSN153,2016_Dec_06_1714,,LL-Kramer,2,25,43,ashtoosh,water,water,first_gen_imitation,1,1,1057.95349739,True
LSN153,2016_Dec_06_1714,,LL-Kramer,2,26,39,ashtoosh,tear,water,first_gen_imitation,0,0,851.666687988,True
LSN153,2016_Dec_06_1714,,LL-Kramer,2,27,36,boonk,glass,glass,first_gen_imitation,1,0,759.133015759,False
LSN153,2016_Dec_06_1714,,LL-Kramer,2,28,43,ashtoosh,water,water,first_gen_imitation,1,1,844.25029438,True
