subj_id,date,experimenter,computer,block_ix,trial_ix,sound_id,word,sound_category,word_category,word_type,correct_response,response,rt,is_correct
LSN135,2016_Dec_02_1455,,LL-Jerry,1,1,48,pshhht,zipper,tear,first_gen_imitation,0,0,1646.84024034,True
LSN135,2016_Dec_02_1455,,LL-Jerry,1,2,37,ashtoosh,glass,water,first_gen_imitation,0,0,1113.36404062,True
LSN135,2016_Dec_02_1455,,LL-Jerry,1,3,37,ashtoosh,glass,water,first_gen_imitation,0,0,775.599286659,True
LSN135,2016_Dec_02_1455,,LL-Jerry,1,4,37,dicdicdic,glass,glass,first_gen_imitation,1,0,1083.64504669,False
LSN135,2016_Dec_02_1455,,LL-Jerry,1,5,37,briww,glass,zipper,first_gen_imitation,0,0,436.037552776,True
LSN135,2016_Dec_02_1455,,LL-Jerry,1,6,39,pshhht,tear,tear,first_gen_imitation,1,0,1083.4504324,False
LSN135,2016_Dec_02_1455,,LL-Jerry,1,7,42,pshhht,water,tear,first_gen_imitation,0,0,1063.09980713,True
LSN135,2016_Dec_02_1455,,LL-Jerry,1,8,48,dicdicdic,zipper,glass,first_gen_imitation,0,0,852.561833104,True
LSN135,2016_Dec_02_1455,,LL-Jerry,1,9,42,briww,water,zipper,first_gen_imitation,0,1,2760.88479045,False
LSN135,2016_Dec_02_1455,,LL-Jerry,1,10,42,briww,water,zipper,first_gen_imitation,0,0,1851.97254899,True
LSN135,2016_Dec_02_1455,,LL-Jerry,1,11,48,dicdicdic,zipper,glass,first_gen_imitation,0,0,1025.4938174,True
LSN135,2016_Dec_02_1455,,LL-Jerry,1,12,48,briww,zipper,zipper,first_gen_imitation,1,1,2205.4475965,True
LSN135,2016_Dec_02_1455,,LL-Jerry,1,13,39,pshhht,tear,tear,first_gen_imitation,1,0,703.3942251,False
LSN135,2016_Dec_02_1455,,LL-Jerry,1,14,48,ashtoosh,zipper,water,first_gen_imitation,0,0,1379.69418685,True
LSN135,2016_Dec_02_1455,,LL-Jerry,1,15,39,dicdicdic,tear,glass,first_gen_imitation,0,0,1309.4685562,True
LSN135,2016_Dec_02_1455,,LL-Jerry,1,16,39,briww,tear,zipper,first_gen_imitation,0,0,1138.846335,True
LSN135,2016_Dec_02_1455,,LL-Jerry,1,17,39,dicdicdic,tear,glass,first_gen_imitation,0,0,742.634589551,True
LSN135,2016_Dec_02_1455,,LL-Jerry,1,18,37,dicdicdic,glass,glass,first_gen_imitation,1,1,858.430987224,True
LSN135,2016_Dec_02_1455,,LL-Jerry,1,19,42,pshhht,water,tear,first_gen_imitation,0,0,781.173318624,True
LSN135,2016_Dec_02_1455,,LL-Jerry,1,20,42,dicdicdic,water,glass,first_gen_imitation,0,0,716.848850716,True
LSN135,2016_Dec_02_1455,,LL-Jerry,1,21,39,dicdicdic,tear,glass,first_gen_imitation,0,0,552.722838009,True
LSN135,2016_Dec_02_1455,,LL-Jerry,1,22,48,pshhht,zipper,tear,first_gen_imitation,0,1,1031.44427389,False
LSN135,2016_Dec_02_1455,,LL-Jerry,1,23,37,briww,glass,zipper,first_gen_imitation,0,0,576.340933098,True
LSN135,2016_Dec_02_1455,,LL-Jerry,1,24,42,ashtoosh,water,water,first_gen_imitation,1,1,1039.50891923,True
LSN135,2016_Dec_02_1455,,LL-Jerry,2,25,35,pshhht,glass,tear,first_gen_imitation,0,0,729.097060626,True
LSN135,2016_Dec_02_1455,,LL-Jerry,2,26,44,dicdicdic,water,glass,first_gen_imitation,0,0,670.167374425,True
LSN135,2016_Dec_02_1455,,LL-Jerry,2,27,44,ashtoosh,water,water,first_gen_imitation,1,1,401.862278581,True
LSN135,2016_Dec_02_1455,,LL-Jerry,2,28,35,dicdicdic,glass,glass,first_gen_imitation,1,1,1797.81827261,True
LSN135,2016_Dec_02_1455,,LL-Jerry,2,29,38,dicdicdic,tear,glass,first_gen_imitation,0,0,1297.13040125,True
LSN135,2016_Dec_02_1455,,LL-Jerry,2,30,35,briww,glass,zipper,first_gen_imitation,0,0,1062.12865678,True
LSN135,2016_Dec_02_1455,,LL-Jerry,2,31,44,pshhht,water,tear,first_gen_imitation,0,0,757.326039718,True
LSN135,2016_Dec_02_1455,,LL-Jerry,2,32,35,dicdicdic,glass,glass,first_gen_imitation,1,1,2218.14841242,True
LSN135,2016_Dec_02_1455,,LL-Jerry,2,33,47,briww,zipper,zipper,first_gen_imitation,1,1,745.283646975,True
LSN135,2016_Dec_02_1455,,LL-Jerry,2,34,38,pshhht,tear,tear,first_gen_imitation,1,1,564.15482075,True
LSN135,2016_Dec_02_1455,,LL-Jerry,2,35,44,ashtoosh,water,water,first_gen_imitation,1,1,895.925585646,True
